id,clean_content,class
19934796,sách hôm hôm hàng nhanh_sách đẹp,positive
19149021,đợt rầm_rộ khen quyết_định đọc thử đọc lắm dịch_mượt đọc không cảm_giác dài_dòng lê_thê,positive
11992676,lẫn năm_ngoái đọc thích lối viết tác_giả đôi chỗ diễn_tả ngắn thành đọc không kịp ví_dụ cảm_xúc nhân_vật đọc câu đoạn thác sâu đoạn cuộc_chiến thành hơi ngắn tóm_lại sách tuyệt_vời cảm_động không chụp ảnh sách không chụp sách phụ_lục trang khuyên đọc phụ_lục đọc sơ_thôi achilles patroclus nhân_vật phụ viết một_tí,positive
17199651,đóng_gói không sách móp gáy sách nhăn đặt_hàng gói hàng cẩu_thả sách không thất_vọng,negative
13486564,tiki đóng_gói kĩ sách_nguyên tặng kèm bookmark phụ_lục sách nhân_vật phỏng_vấn tác_giả tikifast hàng tiết_kiệm xuất_sắc shipper thân_thiện nhiệt_tình,positive
15986088,tiki hàng đóng_gói cẩn_thận sản_phẩm sách dẫn_chứng tiết_mục rõ_ràng nội_sách siêu giúp_hình thành_công đất_nước nhỏ_bé quyển sách tác_dụng thúc_đẩy thần không sách self thông_thường trân_trọng,positive
18688468,sách đẹp chất_lượng ok hàng hài_lòng,positive
19497570,nội_sách thông cách_thức vận_hành công,positive
19431914,quyển sách tuyệt,positive
18979332,sách đẹp chất_lượng ấn tốt,positive
17386231,sách đẹp không vết xuớc hàng đọc nội,positive
17223211,sách đề_xuất mua không tiếc,positive
18617643,sách bẩn kiểu sách cũ_bìa toàn dính bụi bẩn không sạch nổi,negative
19962950,chất_lượng sách chuẩn hàng thái_độ lịch_sự ủng_hộ,positive
19314123,nội sâu_sắc chạm ngõ_ngách mông vô_định tui sách không đọc đọc chậm ngẫm đọc đọc nhận_thức hy_vọng nhiêif tiếp_cận sách,positive
19239095,sách đẹp_nội diễn đầu tâm_trí đời thế_giới phản_ánh thế_giới nội_tâm sống_thực phát sức_mạnh trái chúc bạn_đọc sách_vẻ tác_giả nhà_sách đem tác_phẩm tuyệt_vời,positive
19322771,sách sách đóng tệ đọc sách đấy khó_chịu không bg tín,negative
19806134,nội_sách lôi_cuốn chứa_đựng bài_học quý phát_triển quyển sách đọc,positive
19717604,nội sách phong_cách đàm_thoại đọc sách thú_vị sách giấy chất_lượng tốt,positive
19453963,phàn_nàn sách không bọc không hơi_nhiên sách bọc lớp giấy bóng mỏng sách nguyên_vẹn,positive
19514457,sách lắm nha ưng nha_sách dày_dặn bìa đẹp chuẩn đọc cảm_nhận tiếp_nha,positive
19715394,nội sách cực_kì thông_điệp ấn_phẩm robin sharma_cực dịch viết tương_đối,negative
18604096,trở đọc thấm trẻ tùy hoàn_cảnh trải đọc đầu cảm_nhận cuộc_sống,positive
19728041,bìa sách tróc mấy sách chính_tả mấy chỗ cảm_giác sách giả,negative
19651647,xuất_sắc sách đọc mấy ý_nghĩa học áp_dụng cuộc_sống,positive
19357608,nội_sách bổ_ích trình_bày ấn đẹp,positive
19611283,giao hàng sách nội đọc phản_hồi,positive
19653203,sách đẹp_nội dịch_vụ đóng_gói chuyển_phát ủng_hộ,positive
19817600,ko bọc bookcare,positive
19223945,giao hàng đóng_gói kĩ_sách,positive
19947671,chiến_lược marketing đơn_giản_thích tác_giả chất miền tây thích đọc mấy ví_dụ việt_nam như_vầy áp_dụng,positive
19947916,sách bí_kíp thông_thường lăn_lội thị_trường bán_lẻ cân_nhắc sách rút ngắn thời thực_hành thị_trường,positive
19947937,học chiến_lược marketing đơn_giản_tâm đắc_ý_tưởng sáng_tạo nội đối_tượng khách_hàng cố_gắng đọc review tiếp,positive
19956600,giao hàng gọn,positive
16640288,chất_lượng sách kim đồng chuẩn tựa sách đẫm nước_mắt thời_kỳ đất_nước thực_dân_pháp tái_chiếm ta hùng nhỏ_tuổi sách chút không hài_lòng đóng_gói ảnh_hưởng chất_lượng sản_phẩm,positive
19003745,đọc văn_học việt_nam đọc tuổi_thơ dữ_dội đấy thiệt_thòi thiếu_sót tiểu_thuyết hoàn_hảo mặt đừng đọc cảm_nhận sống thời_kì khổ mà_hoàng dân_tộc khóc cười hạnh_phúc đau_khổ bé hình_ảnh đứa bé_bỏng người_hùng vĩ_đại,positive
14725775,dịch_vụ đặt_hàng tuần gói hàng tiết_kiệm không hôm siêu shipper nói_chuyện siêu_đáng yêu thân_thiện lỡ cuộc_gọi nhỡ thoải_mái hình_thức sách bọc_gói nhựa đựng hộp giấy tiki cứng_cáp không méo_mó bìa sách_xinh sách_cầm sướng màu giấy sách vàng_ngà đọc thích_mắt cộng nội_sách cực cầm đọc hàng liền không sợ độ tiki sản_phẩm siêu hài_lòng,positive
19069092,nhân_nhượng sản_phẩm trông tuổi_thơ dữ_dội lắm rách gáy đứt_ruột tvt sách vội chụp không để_ý hình tvt,negative
19967993,sách nội_càng kịch tính_nhiên tác_giả phép sánh đôi_lúc đọc mô_tả cảnh_vật nhàm chán,positive
15494275,giao hàng nhanhh thiệt_sự sách không bọc hộp sóc gáy sách hơi rách_xí đầu không,positive
19767885,sống cuộc_đời sách,positive
10893915,văn_học thời kháng_chiến thất_vọng thực_tại khốc_liệt khổ_truân vất_vả lột_tả ngóc_ngách ngây_thơ tình_yêu đơn_sơ thiêng_liêng khắc_họa tuổi_tác trái nhiệt_huyết to đánh_đổi nhiêu tuổi_thơ giành hàng triệu tuổi_thơ bình_yên,positive
16417691,hàng sách ố vàng bìa mà_còn ăn_mòn gáy hơi thất_vọng,negative
19016646,tròi tập kính tập không hơi ngả vàng tập,positive
19783618,sách đẹp nội cảm_động,positive
19462086,sách đọc cười khóc ý_nghĩa lắm đọc tái_bản đẹp,positive
19404102,tuyệt_vời đọc tập tập liền siêu_cuốn siêu lắm nha,positive
17110589,giao hẹn giọng văn thú_vị nội_hơi khô trải_nghiệm thích,positive
18843876,đọc sách đổ sương máu hôm,positive
19817076,nội tuyệt_vời giá tốt,positive
19888556,giao hàng nhanh_sách đóng_gói cẩn_thận trình_độ ôn_lại kiến_thức độ kiến_thức nâng_cấp,positive
19785982,sách dịch chỗ dịch không sát_nghĩa tiếng phụ_lục phrases collocations pattern không xếp bài_học xếp alphabet cứu học thời,negative
19915175,xài sàn thích xài tiki sản_phẩm ko mà_còn đóng_gói chu_hy_vọng tiki grow,positive
19219138,hàng lắm sách đẹp lắm đóng_gói kỹ lắm không móp sách_bự tưởng_tượng,positive
19179780,ship hn vô_hcm cực hàng sách thơm thích lắm,positive
19815922,ưng_ý thiết_kế ổn thời đào sâu phân_tích tạm_thời rõ_ràng,positive
19829124,đóng_gói kỹ_sách chất_lượng tốt_sờ thích,positive
19815911,sách dày kiến_thức ấn_tượng lôi_cuốn học_ngữ_pháp vựng,positive
19900656,sách đẹp không lỗi gói hàng trời kĩ,positive
19851874,vận_chuyển sách chất_lượng,positive
19851423,sách đẹp_bọc kỹ cẩn_thận,positive
19671535,giao hàng đóng_gói hàng tốt_sách đẹp nội_sách đọc mục_lục hấp_dẫn đọc sơ_phần trò_chơi trẻ c ấ n c ấ trẻ cầm gương vũ_điệu trẻ sách youtube lắm không dẫn_chứng không vũ_điệu sách giới_thiệu ko nội_sách,positive
15628352,nội súc_tích ngắn_gọn truyền_tải ý_chính phương_pháp montessori mẹ dễ_dàng dõi đọc sách thời ngắn sách đọc_đi đọc_lại nắm kĩ_cách làm_chủ cảm_xúc kĩ_năng nuôi dạy bé đọc thành_thạo mới_mẻ đọc sách góc hành_động bé đổi cảm_thông cảm_xúc hành_động tổn_thương bé,positive
19209673,tác_giả ngành giáo_dục trẻ khúc chiết ngừoi dịch sách tâm_lý đứa trẻ bé thiên_tài phụ ươm mầm,positive
17128696,sách khám_phá tâm_lý_trí_tuệ trẻ_thơ sách lỗi chính_tả mầm_non mần non_vọng tái_bản sửa lỗi,positive
19885049,sách hướng_dẫn montessori mẹ,positive
19960767,bìa sách đẹp chữ đóng_gói cẩn_thận nội_dễ,positive
18648770,sách ngắn_gọn đọc sách chủ_đề đọc không không uplode hình,positive
19652973,đóng_gói đẹp cẩn_thận nội không đọc khảo,negative
19035411,sách trình_bày đẹp giấy tốt phương_pháp khảo áp_dụng thích_hợp,positive
18247993,nội_sách bí_kíp nuôi_dưỡng loại_hình thông trẻ,positive
19320843,đọc sách gợi_ý đọc mua bọc cẩn_thận đẹp,positive
16380273,sách ok hàng tikinow tệ bắt khách_hàng đợi phút sảnh thời khách_hàng,positive
19180172,nội_sách bổ_ích đóng_gói cẩn_thận,positive
12430575,giao hàng đóng_gói cẩn_thận sách phương_pháp độ bé,positive
19471565,nội hấp_dẫn gọn mẫu_mã đẹp,positive
18874654,sách nhẹ giấy nhám thất_vọng tập triệu thần_tốc sứ_mệnh_khởi_nghiệp tặng kèm khóa_học gửi nhắn ngươid khóa_học nói_chuyện chậm_rãi ấp_úng khóa_học tiếng phụ_đề tiếng việt phát chán sứ_mệnh khoeir_nghiệp website bố_cục rối_link triệu thần_tốc đk tốn_phí không học dc_tóm_lại thất_vọng tập,negative
18910723,sách tuyệt_vời đọc mua triệu_phú thần_tốc sứ_mệnh_khởi_nghiệp sách khởi_nghiệp tác_giả sách mj_demarco sách the great rat race_escape kênh review_youtube tiếc dịch tiếng việt trần_thái_sơn dịch sách xuất_sắc_vọng sách tác_giả dịch vn vote sách,positive
9754529,hành_động nhất_quán niềm niềm đúng_đắn đầu không giá tác_giả dịch_giả,positive
16468690,sách đợi không lòng_vòng lý_thuyết_suôn nhàm_chán không hình_thức giáo_điều nói_chuyện sẻ mj_demarco trải hi_vọng sách bạn_đọc dịch_giả trần_thái_sơn dịch trẻ đọc tiếng,positive
19865657,đọc gói hàng tốt đọc review thanks,positive
16800319,sách dịch bản_gốc không truyền_tải đúng_ý tác_giả mj demarco nội cắt_xén đọc tiếng hữu_ích tặng người_thân tiếng việt thất_vọng tiếc không sách,negative
16201005,kênh ali adaal hơi nội_sách vọng_tác_giả hướng_dẫn xây_dựng vận_hành_nghiệp tiết hơi hụt_hẫng sách viết chung_sách đắt sách không dày chữ to sách không ấn_tượng nội sách sách chuẩn_k hề lậu,negative
19844613,giao quyển sách cảm_nhận chất_lượng sách tốt,positive
19226191,chữ nét sách đóng_gói kỹ_lưỡng bìa sách rời đầu sách nội_ngắn gọn_góc trực trẻ đọc,positive
13734666,cơ_bản sách mục tài_chính vận_dụng kiến_thức lĩnh_vực chuyên_môn,positive
11663731,sách viết tư nền_tảng cơ_bản khởi_nghiệp tâm_lý khởi_nghiệp tác_giả mj_demarco đề_cập viết thẳng giải_quyết không màu mè khuyến_khích đọc kèm_quyển sứ_mệnh_khởi_nghiệp toàn_bộ công_cụ bước_đường khởi_nghiệp,positive
18752293,chất giấy sờ_cực sướng nội_viết cực_kỳ thẳng_thắn sự_thật phũ phàng tiền,positive
19933912,sách buồn chất_lư ợng giấy kém,negative
19086067,giao hàng hôm_qua hôm đóng_gói ok sách đẹp,positive
11465086,sách bán_giá lợi_nhuận xấu niềm khách_hàng lắm nhà_xuất_bản ơi_nội tự_truyện tác_giả huyên_thuyên thể_hiện quan_điểm cá_nhân_luận_cứ không không sách dày nội trang một_nửa sách giấy trắng chất_lượng giấy không tốt,negative
10056468,giao hàng shipper thân_thiện sách đóng_gói không trầy_xước chữ rõ_ràng không lem,positive
17690208,sách dày đẹp bìa cứng tốt chữ_nổi,positive
11194563,sách ngắn_gọn tóm_tắt đòi_hỏi tư sâu,positive
15602353,nội hành_động thực_đạt thiết_kế_hành tạo_lập thói liên_hệ,positive
10307455,mua được_giá giao hàng kèm coupon khóa học online miễn_phí sách bọc_cận thận nội kịp đọc nhận_xét,positive
17382850,chủ_đề rấttt_dạng tuii tô màu đẹp lắm sợ kẹp giấy á_hình nét đẹp_nha không hề màu đâuuu điểmm sách tuii_tô không cẩn_thận lắm,positive
19217117,sách trừ đợt dịch_vụ bookcare bọc sách chán cầm nhẹ bung bìa platic_cắt dính siêu_mớm,positive
18863265,sách tô màu dễ_thương thư_giãn chán_nản nè,positive
17147990,giao hàng siêu chừng hàng dự_kiến sách đẹp sách chất_liệu giấy giày giày giấy bình_thường chấm họa màu_sắc không thủng rách giấy chi_tiết nét vẽ đơn_giản lại_lại cảm_giác yên_bình thoải_mái tranh idol vẽ đẹp lắm trải_nghiệm,positive
19956753,tặng cháu thích sách_tô nội_đúng kiểu chữa lành hình_ảnh họa,positive
19745919,nội hình_ảnh đẹp đa_dạng chủ_đề_hình đẹp,positive
17615029,giúp buồn_chán điện_thoại lướt mxh tô màu gợi_ý màu_sắc thể_hiện tâm_trạng,positive
17984552,chùi mê chữ ê_luân nội_cuốn sách siêu_vẽ dễ_thương xĩu động_viên động_viên nha hàng chớp nheeee,positive
18483018,sách đẹp không tì vết tô màu thư_giãn dễ_chịu tô màu đệm giấy mặt chút hằn màu,positive
18095475,đầu_hành thất_vọng khâu đóng_gói quyển đóng_gói tốt v gòi,positive
19683189,sách đẹp giấy tốt hình_vẽ dễ_thương,positive
18931911,quyển sách tô màu cực dễ_thương đọc tô màu mấy,positive
18940410,sách mn tô_màu mua cực ủng_hộ,positive
19285011,hình_ảnh dễ_thương đem bạn_bè tám tô màu in đẹp maker fiber pen tô,positive
18693565,hình dễ_thương dính_ảnh đối_diện không nghiêm_trọng lắm bìa dính dơ xíu chùi không,positive
19018621,lắm giấy dày lắm không tô,positive
17120879,sách idol mãi đỉnh làm_quà thân sống tiêu_cực,positive
17380837,thất_vọng sách đóng_gói sơ_sài may_mà không quăn mép không khóc ngất,positive
19052804,nice books good fast delivery,positive
19190458,áo lỗ chất_cottong màu trắng xả lỗ_nhân chồng,positive
19843966,sách đẹp_gói kỹ_càng nội,positive
19081624,sách đẹp hàng siêu,positive
17704049,giao hàng chất_lượng tốt,positive
19948328,tuyệt_tác học_giả_tưởng trải_nghiệm phim sách lôi_cuốn sách nguyên_seal đóng_gói cẩn_thận xốp chống sốc lớp giao siêu_tốc dự_kiến shipper_vẻ lịch_sự,positive
19814851,sách nguyên chất_lượng lắm đọc sách tiki hàng chớp chê sách dập đoạn góc xíu không chê hình_ảnh họa,positive
19832537,ko phí sản_xuất bookmark kèm nhiêu nsx nsb không kẹp sách bún_phở chanh ớt dấm kèm quyển sách dày_bookmark tất_yếu đọc nsb nsx npp hoàn_thiện sản_phẩm tốt đừng suốt mẩy nạn sách giả sách_nhái nở đẹp bướm,negative
19819927,sách chiều cứu tinh_xứ cát hai tiểu_thuyết học_giả_tưởng thời_đại_frank herbert đọc xứ cát sách dày đọc xong cứu xứ cát dẫn_dắt sát biến_cố hiểm_nghèo thương cuộc_đời paul_muad dib quyền lẫn_kịch chiến_thắng cứu xứ cát đau nỗi chàng,positive
19819338,giao hàng tận_tình sách thơm mùi mực hơi tiếc nhã nam không phụ bảo_vệ bìa,positive
19939067,giao hàng sách rách sách hơi cong_nhiên không ảnh_hưởng,positive
19815398,phí vận_chuyển chất_lượng vận_chuyển không hề tương_xứng phí vận_chuyển,negative
19814732,thiết_kế bìa độc_đáo tiki đóng_gói bọc chống sốc dày trải_nghiệm hàng tốt tiếp,positive
19933844,không kĩ_tính sách góc sách thế_này,negative
19951377,giao hàng shipper thân_thiện đóng_gói hơi sơ_sài nha quyển dày đóng không hộp giấy,positive
19819574,giao hàng siêu tuần vận_chuyển liền sách đóng_gói bọc bảo_vệ kĩ_hóng bữa,positive
19818418,sách cỡ bình_thường đọc ấn hàng cẩn_thận lắm,positive
19963994,khủng đẳng_cấp hàng hãng tks nhìu,positive
19932066,đọc review goodreads đánh_gí tích_cực đọc,positive
19855567,sách bookcare sản_phẩm không bọc bookcare,negative
19820570,sách cứng bọc cẩn_thận sách sưu_tầm,positive
19818254,đóng_gói cẩn_thận nguyên sách,positive
19814743,sách đẹp nhà_hàng lắm,positive
19815461,sách đẹp chất_lượng tuyệt_vời,positive
19812742,sách đẹp giấy tốt hàng dịch chỗ lắm okie,positive
19874697,sách đẹp kiến_thức,positive
19815096,đóng_gói tệ sách bìa cứng đóng_gói chật hỏng góc sách không thẩm_mỹ,negative
19564855,tiki làm_ăn giả_dối coi_thường khách_hàng giá giá khuyến_khích khách_hàng hàng,negative
19663339,sách tôn_giáo thế_giới hữu_ích sách bọc cẩn_thận đóng_gói kỹ hàng chóng,positive
19655356,sách đẹp_ưng tiki có_giá tốt sách,positive
19625924,sách thiết_kế đẹp hình_ảnh động chữ nét,positive
19940606,móp đầu chán chết,positive
19693152,mô_tả cấu_trúc sách không logic hình_ảnh giấy đẹp,negative
19839141,bao_bì đóng_gói cẩn_thận,positive
19865750,bìa đẹp sách thơm,positive
19875358,shop hàng đóng_gói kỹ_sách đẹp hãng mua tiếp,positive
19830626,chỗ đọc hơi khó_chịu chấm dịch đầm lầy dịch thành_đồng lầy_ko lỗi chính_tả dịch sai suy_suya ko hỉu lun stop tốp phone phôn văn_phòng xuề xòa đọc trại tiếng dịch không ưng_xíu đọc bực,negative
18998579,shop sách túi chống sốc bảo_vệ tốt hàng_không hài_lòng lắm móp méo đơn hàng đổi không,negative
19223672,sách không đốt tiền đấy sở_thích thứ_ủi tâm_hồn chỗ giúp cuộc_sống không đốt tiền please,positive
19926846,sách_điển không bàn sách đẹp rõ_ràng sách khâu bảo_quản tốt,positive
18934593,trời bìa đẹp xỉu huhuhuhu hình_bìa chữ nét nội đọc không nma,positive
18188113,sản_phẩm sách rách nhăn góc sách gãy mong cẩn_thận kiểm_hàng vận_chuyển,negative
18819357,bìa đẹp sách hình mô_tả hàng,positive
18931932,giao chất_lượng tốt nội_dung điển,positive
18786722,sách đẹp cám_ơn,positive
18978150,tuyệt_phẩm vô tiền khoán_hậu,positive
18774660,sách đóng_gói kỹ sách đẹp bìa mềm,positive
18985016,đọc dễ_khắc sâu sống trùm câu chữ mộc_mạc gần_gũi đọc,positive
18975142,đọc riết không chán sách chất nghiện mua mua,positive
19864914,sách hôm tuổi_thơ dữ_dội siêu đọc cảm_động rớt nước_mắt truyện chiến không không sách tiếc chỗ nha việt đọc,positive
19309382,sách sách cuộc_đời chiến_sĩ thiếu_niên cuộc_đời trọn_vẹn cuộc_đời không sách sâu_sắc tuyệt_vời xảy tự_nhủ không khóc xảy kiềm_lòng đọc,positive
18772898,nổi_tiếng không review mxh mua shop hàng thời hàng_không hư_hỏng,positive
19404100,bổ_ích đọc thấm_thía tình_thần cách_mạng chiến_sĩ thiếu_niên nhiệm_vụ liên_lạc huế đọc đọc yêu quê_hương đất_nước,positive
17737662,đọc cười khùng_khục cầm nước_mắt biết_ơn thế_hệ hôm_nay xấu_hổ không sống nhóc tác_giả,positive
16640365,tác_phẩm hùng nhỏ_tuổi việt_nam thời thực_dân_pháp tái xâm_lược sách kim_đồng chất_lượng ok tiki chú_ý khâu đóng_gói hàng cẩn_thận thận,positive
16427722,gửi sách không bọc chống sốc bọc sách không khóc thét_sách mép nhẹ thất_vọng đóng_gói vận_chuyển,positive
19684596,hàng giống_hình chất_lượng chất đóng_gói kĩ lắm,positive
15759351,đọc ngày_trước tối mơ rùng_mình sởn_ốc đọc tác_phẩm ảnh_hưởng lâu_nội chẳng recommend đọc lắmmm,positive
19802385,review đọc thử hàng,positive
16324400,sách quăn góc trái đằng không để_ý lắm tập nội_dung tài_liệu tiện cứu mua được_giá giá bìa sách bọc cẩn_thận yên_tâm tiki trading giao hàng dự_kiến sách đầu_tư tài_chính không chứng_khoán hữu_ích like quan_điểm thảo_luận khảo thân_ái,positive
19416342,mua sách chất_lượng tốt không quăn chữ rõ_ràng tiki,positive
10939032,hơi đọc dân đầu_tư khảo_quyển lynch quyển đọc nhàm_chán đọc phụ_lục hướng tác_giả đọc kĩ_phần giới_thiệu tác_giả truyền_đạt quyển sách nghiền_ngẫm đọc mấy đầu_tư đọc chúc_mắn,positive
18017273,sách rách bìa ảnh_hưởng thẩm_mỹ sách không tốt hàng chất_lượng giấy tốt,negative
18398156,trải_nghiệm đắng đầu_cơ thấm đầu_tư rủi chỗ rủi không tưởng,positive
19827661,nội đóng_gói vô_cùng kĩ đọc hơi kiên_trì cảm_nhận sâu_sắc nội sách,positive
12372124,tiêu_đề hấp_dẫn khuyên tiền_tệ tài_chính đầu_tư sách đọc tiki hàng đóng_gói đẹp ủng_hộ,positive
19950824,sách chuẩn chất_lượng đóng_gói cẩn_thận hàng ủng_hộ,positive
17886105,sách đẹp tiki hẹn dịch_vụ nhiệt_tình thân_thiện sách dầy_khổ màu_sắc_đẹp nội đọc giới_thiệu trải_nghiệm đọc,positive
12084703,nhã nam dịch tệ kinh_khủng_ko câu cú kiểu đồi gió_hú đầu văng_vằng câu cực_kỳ nhã nam dịch không dịch cổ_phiếu ưu_đãi tốt tồn_tại tồn_tại tốt hình_thức đầu_tư vốn xấu dịch thất_vọng,negative
12060001,mùa dịch hàng hàng chất_lượng sách bàn hàng hài_lòng mk_nghĩ hàng sách,positive
15781122,mua sách giá rẻ giá bìa sách chất_lượng đóng_gói tốt hàng ủng_hộ,positive
11796815,cảm_nhận đọc sách không dịch_giả dịch không nội_dịch cẩu_thả không dịch thuật_ngữ kiểu dịch word câu lủng củng_tới nỗi đọc tiếng việt không ý_tác_giả quyển_điển thế_này dịch_giả tầm năng_lực truyền_tải nội_quyển sách,negative
13069155,sách không gấp mép đóng_gói kỹ sạch_sẽ hơi dày hình_dung sách trang giấy truyện sherlock holmes dày nhẹ lắm nôi đọc,positive
18321978,chất_lượng sách tốt đọc không chói_mắt đêm đọc tốt đèn yếu hàng nhanh_shipper nhiệt_tình tận_tâm,positive
14982794,đóng_gói vận_chuyển kém chất_lượng bục góc rách lỗ to sách rách móp góc,negative
18174882,sách ấn tốt nội hơi hấp_thụ bài_học hữu_ích đầu_tư thích_hợp nghiên_cứu lâu_dài kiếm tiền p s trích_dẫn sách chỗ sai,positive
15038445,cảm_nhận sách hơi cũ mót méo chỗ gấp nếp vận_chuyển không bọc bảo_vệ,negative
14519228,nội hình_thức bọc cẩn_thận không bọc sách rách sách sách cũ_mong phản_hồi shop,negative
19720497,nội câu_chuyện lqf_tình kết có_hậu lqmf_hình phúc xấu_xí lqij người_yêu cũ bqf mqf quên ân_tình vinh,positive
9584391,giao hàng tối hôm trưa r sản_phẩm không móp_méo gập giấy ảnh sách yên_tâm giá rẻ giá sách ghi đọc sách nhé_thích mắt biếc mắt biếc sách tiki rẻ app hàng,positive
19135729,đóng_gói cẩn_thận sách trẻ đọc trải_nghiệm sâu_sắc tình_yêu diễn_biến tâm_trạng tình_cảm vợ_chồng gần_gũi hành_xử nhân_văn nhân_vật truyện,positive
19896062,sách sạch_sẽ đóng_gói cẩn_thận giấy nâu vàng dày_dặn ấn_sắc nét rõ_ràng nội_hấp_dẫn lôi_cuốn đọc,positive
12887565,đợt sách sách hình_thức sách chiến_cầu vồng móp_góc sợ xấu hẳn nội đoạn sách chấm mặc_dù he cảm_giác miền phúc phản_bội vinh cấn_đoạn cảm_nhận đọc thử nha,positive
17679199,câu_chuyện tình_drama trẻ quê yên_bình vinh_crush miền miền khác_lánh miền phúc thân vinh_vinh_lùi miền hạnh_phúc phúc đột_ngột biến liền không thông_gì vinh miền xây_dựng mái phúc chả câu_chuyện tình lắt_léo giọng văn ánh bình_yên lạ làng quê hiện êm_đềm nổi_cộm lắng_đọng tình ấm_áp_vinh xây_dựng hoàn_hảo tâm_trí gái gì_liệu vinh tồn_tại không ánh xây_dựng nhân_vật miền ghét thương_đoạn đấu nội_tâm truyện miền hơi gượng_ép tạ_nhiên miền yêu_vinh chẳng biểu_hiện thời vợ_chồng nghĩa tình cạnh miền trách_phúc quyến_rũ không lỗi phản_bội vinh kiểu miền nhân_vật phúc đổi rõ_rệt không tác_giả cố_ý vô_tình không nhắc tình_cảm_su vinh_xuyên suốt câu_chuyện vinh_âm_thầm chăm miền miền vô yêu_thương_su suốt thời yêu_thương thế_su yêu_thương vinh ánh đề_cập su thân_thiết vẻ mấy phúc quan_điểm công_dưỡng_dục su thông_minh không gen bố bé mắn đình_tử_tế drama nóng_máu tác_phẩm ánh bình_yên,positive
19479728,sách_giáo sách tiki nma viết bọc sách cẩn_thận giá rẻ sách shipper tận dễ_thương xỉu,positive
16310235,bìa đẹp lắm á_chời chất giấy cực mịn chữ đẹp lắm bookmark nội_mình đọc nma đọc review í,positive
16602806,chất_lượng sách tốt dịch_vụ hàng ổn sách kết đẹp cảm_giác mắt biếc dịu_dàng giải_thưởng tình_yêu tình_yêu tình_cảm nhân_vật khắc_họa nét sách xứng_đáng đọc,positive
19461122,tái_bản bìa sách màu thích giao hàng đóng_gói kỹ_càng,positive
14502410,đọc quyển quyết_định làm_quà tặng tác_giả tài_tình hóa_thân nam nhân_vật viết truyện quyển chiêm_nghiệm tình_yêu cuộc_sống tiki bọc sách cẩn_thận,positive
15910134,tình sách câu_chuyện tình_yêu đời giới_hạn đầy_rẫy lỗi_lầm cho_dù lỗi_lầm lỗi_lầm lỗi_lầm loài_người mắc truyện_đáng đọc đọc một_mạch,positive
16962052,sách nguyễn_nhật_ánh thất_vọng đọc mê không lối_thoát ship shipper thân_thiện chất_lượng,positive
19519439,câu_chuyện mắt đọc ngẫm trẻ bg dục_vọng không trào_dâng xúc_cảm đẹp vằng_vặc thế_hệ,positive
19434025,sách đẹp hàng đóng_gói m n,positive
18836984,tình_yêu chẳng lí_trí lý_trí không yêu,positive
10516273,tiki giao hàng đóng_gói ổn sp sách đọc mắt biếc ấn_tượng giọng văn ánh tác_phẩm bắt_gặp câu viết tình_yêu khắc_họa tâm_lý nhân_vật tình_yêu tiếng trái miền ngôn_ngữ vô_ích,positive
12483408,đọc cảm_giác mác đọc chấm dàn truyện_bác ánh lắm bìa thích bìa đầu mắt màu vàng mắt rùi giá siêu_siêu rẻ mua tiki mấy tiện,positive
5304987,giá cực_kì tốt_mn chất_lượng tốt shipper thân_thiện dự_kiến nội_dung đọc mạng chương đầu tuyệt_nên quyết_định lun ủng_hộ lâu_dài ủng_hộ thích truyện ánh đọc,positive
5057626,mặt hình_thức sách nguyên_bọc đóng_gói tiki hàng giảm_giá ship ưng mk hàng tiêu_chuẩn hôm tiki nội_dụng mk phân_vân quyển vàng cỏ tiêu_đề nổi_bật câu_chuyện áng_văn tha_thiết mối_tình nhân_vật mk không không câu_chuyện tình_mộng mơ ngọt_ngào không nhẹ_nhàng giọng văn thường_ngày nguyễn_nhật_ánh câu_chuyện trưởng_thành cuộc_sống kết câu_chuyện đôi lời_sẻ tác_giả hôn_nhân giá đình hạnh_phúc sách không làm_bạn thất_vọng tác_giả nguyễn_nhật_ánh,positive
18607976,nội hữu_ích đọc dẫn_dắt câu_chuyện đại_diện fomo ngập_ngừng tổn_thương đơn_độc chương đọc nắm tổng_thể marketing tiếp_cận gọn,positive
18590220,khởi_nghiệp marketing học quyết_định tiêu_tốn nguồn_lực không kết_quả tốt nản bữa sách vọng giải_pháp sách giúp định_hướng ưu_tiên tốt không tầm mấy tiến_độ công_việc ổn chiều_hướng tích_cực kinh_nghiệm thực_chiến phong công_nhận xịn áp_dụng triệt_để tùy tình_huống không bê nguyên_xi gọi_là cách_mạng hơi tuổi_xíu học tụi sách trải_nghiệm chậm mục_tiêu tỷ,positive
18506027,quyển sách digital_marketing cực_kì áp_dụng không thuật_ngữ không chỉ_số kỹ_thuật rối_rắm đọc khâu marketing đọc không đọc lầnn tiki sách nhanh_gói cẩn_thận bìa sách độc_đáo hiệu_ứng bắt_mắt nội,positive
18498501,giao hàng nhanh_sách đẹp mãi cực xinh thích_sách giver hốt ẻm liền sách viết_tiết nỗi đau nhà_quản_lý digital giải_quyết nỗi đau hợp_lý vô_cùng êm_ái sách đọc tác_giả,positive
